,Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
15138,Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,3
15139,Ford,Urban,Male,Married,66,Policy Holder,Sedan - Liability,60000 to 69000,0,400,4,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,63
15140,Honda,Urban,Male,Single,35,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15141,Mazda,Urban,Male,Married,45,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,60
15142,Pontiac,Urban,Male,Single,34,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,60
15143,Toyota,Urban,Female,Widow,26,Policy Holder,Sedan - Collision,20000 to 29000,1,400,4,more than 30,1,4 years,No,No,External,1 to 2,no change,1 vehicle,60
15144,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,61
15145,Mazda,Urban,Female,Single,54,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15146,Toyota,Urban,Male,Married,37,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
15147,Toyota,Urban,Male,Married,28,Policy Holder,Sedan - Liability,20000 to 29000,0,500,3,more than 30,2 to 4,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,60
15148,Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - Collision,less than 20000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
15149,Toyota,Urban,Female,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,3
15150,Pontiac,Urban,Male,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,none,2 to 4,7 years,Yes,No,External,none,no change,1 vehicle,10
15151,Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15152,Honda,Urban,Male,Married,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15153,Chevrolet,Urban,Male,Single,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,60
15154,Honda,Urban,Male,Married,34,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,20
15155,Chevrolet,Urban,Male,Single,25,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,4 years,No,No,Internal,more than 5,no change,1 vehicle,60
15156,Toyota,Urban,Male,Married,52,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,61
15157,Toyota,Urban,Male,Married,45,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,9
15158,Chevrolet,Urban,Male,Married,43,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,4 years,Yes,No,External,1 to 2,no change,1 vehicle,61
15159,Pontiac,Urban,Male,Single,53,Policy Holder,Utility - All Perils,more than 69000,0,700,1,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
15160,Pontiac,Rural,Male,Married,42,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,60
15161,Pontiac,Urban,Male,Married,60,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,61
15162,Toyota,Urban,Male,Married,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,60
15163,Toyota,Urban,Female,Single,23,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,3 years,No,No,External,3 to 5,no change,1 vehicle,2
15164,Chevrolet,Urban,Male,Married,28,Third Party,Utility - All Perils,more than 69000,0,400,3,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,61
15165,Accura,Urban,Male,Married,44,Policy Holder,Utility - Liability,more than 69000,0,400,2,more than 30,2 to 4,7 years,No,No,Internal,more than 5,no change,1 vehicle,60
15166,Mazda,Urban,Male,Married,38,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15167,Toyota,Rural,Male,Married,46,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,61
15168,Pontiac,Rural,Male,Married,54,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,61
15169,Toyota,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,62
15170,Pontiac,Urban,Female,Single,52,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,3 to 4,4
15171,Honda,Urban,Male,Single,27,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,Internal,1 to 2,no change,1 vehicle,60
15172,Toyota,Urban,Male,Married,64,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15173,Pontiac,Urban,Male,Married,54,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15174,Honda,Urban,Male,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,8
15175,Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15176,Mazda,Urban,Female,Married,50,Third Party,Sedan - All Perils,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15177,Honda,Urban,Male,Married,32,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,more than 4,new,No,No,External,none,no change,1 vehicle,60
15178,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
15179,Honda,Urban,Male,Single,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,13
15180,Mazda,Urban,Female,Single,42,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,60
15181,Toyota,Urban,Female,Single,24,Policy Holder,Sedan - Collision,20000 to 29000,1,400,4,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,60
15182,Pontiac,Urban,Male,Single,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
15183,Honda,Rural,Female,Married,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,61
15184,Chevrolet,Urban,Male,Married,37,Policy Holder,Sedan - Liability,40000 to 59000,0,400,2,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
15185,Toyota,Urban,Male,Married,56,Policy Holder,Sedan - All Perils,more than 69000,0,400,3,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,36
15186,Chevrolet,Urban,Male,Married,55,Policy Holder,Sedan - Collision,40000 to 59000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
15187,Pontiac,Urban,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,4
15188,Toyota,Urban,Male,Married,41,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15189,Mazda,Urban,Male,Married,70,Policy Holder,Sedan - Collision,more than 69000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15190,Pontiac,Urban,Male,Single,30,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,61
15191,Pontiac,Urban,Male,Married,45,Third Party,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,60
15192,Pontiac,Urban,Male,Married,40,Policy Holder,Utility - All Perils,40000 to 59000,0,400,1,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,45
15193,Honda,Urban,Male,Single,21,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,1 to 2,no change,1 vehicle,60
15194,Mazda,Urban,Male,Married,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,61
15195,Pontiac,Rural,Male,Married,29,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
15196,Ford,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,62
15197,Mazda,Rural,Male,Single,27,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,none,6 years,No,No,External,none,1 year,1 vehicle,60
15198,VW,Urban,Male,Married,33,Policy Holder,Sedan - Liability,more than 69000,0,500,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,2 to 3 years,1 vehicle,61
15199,Pontiac,Urban,Male,Married,50,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,62
15200,Honda,Urban,Female,Single,29,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,62
15201,Mazda,Rural,Male,Single,31,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,62
15202,Honda,Urban,Male,Married,55,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,61
15203,Saab,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,61
15204,Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,60
15205,Ford,Urban,Male,Married,38,Third Party,Sedan - Collision,40000 to 59000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,2
15206,Pontiac,Urban,Female,Single,76,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,61
15207,Mazda,Urban,Male,Married,55,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15208,Toyota,Urban,Male,Married,28,Third Party,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,2
15209,Mazda,Urban,Male,Single,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15210,Toyota,Urban,Male,Married,40,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
15211,Toyota,Urban,Male,Married,59,Third Party,Sedan - Collision,less than 20000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,3 to 4,3
15212,Mazda,Urban,Male,Single,34,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1
15213,Pontiac,Urban,Male,Married,35,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
15214,Accura,Urban,Male,Married,63,Policy Holder,Utility - All Perils,more than 69000,0,400,3,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,62
15215,Mazda,Rural,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,61
15216,Pontiac,Rural,Male,Married,38,Third Party,Sedan - Liability,more than 69000,0,400,3,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15217,Pontiac,Rural,Male,Married,47,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
15218,Mazda,Urban,Male,Married,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
15219,Toyota,Urban,Male,Single,34,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,60
15220,Toyota,Urban,Female,Married,54,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,60
15221,Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,2
15222,Mazda,Urban,Male,Married,73,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,3
15223,Honda,Urban,Male,Married,62,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,3
15224,Toyota,Urban,Male,Single,35,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,61
15225,Pontiac,Urban,Male,Married,40,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,5 years,No,No,External,none,4 to 8 years,2 vehicles,61
15226,Accura,Urban,Male,Single,51,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15227,Toyota,Urban,Male,Married,52,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
15228,Pontiac,Urban,Female,Single,33,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,4 years,No,No,External,1 to 2,no change,1 vehicle,4
15229,Pontiac,Urban,Female,Single,33,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,62
15230,Chevrolet,Urban,Male,Married,64,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,61
15231,Chevrolet,Urban,Male,Married,34,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,3
15232,Mazda,Urban,Female,Single,55,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,3 years,No,No,External,none,no change,1 vehicle,4
15233,VW,Urban,Male,Married,51,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,64
15234,Pontiac,Urban,Male,Single,33,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
15235,Pontiac,Urban,Male,Single,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
15236,Toyota,Urban,Male,Married,65,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
15237,Chevrolet,Urban,Male,Married,40,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,61
15238,Pontiac,Urban,Male,Married,36,Third Party,Sedan - Collision,40000 to 59000,0,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,61
15239,Chevrolet,Urban,Female,Married,31,Third Party,Sedan - All Perils,more than 69000,0,400,1,more than 30,1,4 years,Yes,No,External,none,no change,1 vehicle,61
15240,Ford,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,2
15241,Mazda,Rural,Male,Married,32,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,61
15242,Chevrolet,Urban,Male,Single,18,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,more than 4,4 years,No,No,External,more than 5,no change,1 vehicle,1
15243,Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,none,new,No,No,External,none,no change,1 vehicle,61
15244,Honda,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,61
15245,Mazda,Urban,Male,Single,29,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,63
15246,Chevrolet,Urban,Male,Married,36,Third Party,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,5 years,No,No,External,none,4 to 8 years,2 vehicles,60
15247,Chevrolet,Urban,Male,Married,36,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,Internal,none,no change,1 vehicle,61
15248,Pontiac,Urban,Female,Single,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
15249,Toyota,Urban,Male,Married,60,Third Party,Sedan - All Perils,less than 20000,0,500,4,more than 30,none,more than 7,No,No,External,none,2 to 3 years,1 vehicle,2
15250,Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,61
15251,Pontiac,Urban,Male,Divorced,37,Third Party,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,4
15252,Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,3 to 4,1
