Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Age_Binned,delay_weeks
Chevrolet,Urban,Male,Married,63,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,61
Toyota,Urban,Male,Married,36,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,36-40,60
Pontiac,Urban,Male,Single,22,Policy Holder,Sedan - All Perils,less than 20000,1,400,4,more than 30,2 to 4,5 years,Yes,No,External,more than 5,no change,1 vehicle,21-25,61
Pontiac,Urban,Male,Married,58,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,61
Toyota,Urban,Female,Married,52,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Honda,Urban,Female,Single,29,Third Party,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,26-30,61
Pontiac,Rural,Female,Widow,45,Policy Holder,Sedan - Collision,less than 20000,0,400,1,more than 30,none,5 years,No,No,External,more than 5,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,51,Policy Holder,Sedan - Liability,20000 to 29000,0,700,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,51-65,60
Toyota,Urban,Male,Married,52,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,62
Honda,Urban,Male,Married,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,61
VW,Urban,Male,Married,53,Policy Holder,Sedan - Liability,40000 to 59000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,51-65,60
Mazda,Urban,Female,Single,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,26-30,61
Honda,Urban,Male,Married,37,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Pontiac,Urban,Male,Single,34,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,60
VW,Urban,Male,Single,60,Third Party,Sedan - All Perils,more than 69000,0,400,1,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Pontiac,Rural,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,3
Pontiac,Rural,Male,Single,34,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,61
Mazda,Urban,Female,Single,24,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,4 years,No,No,External,3 to 5,no change,1 vehicle,21-25,1
Chevrolet,Urban,Male,Married,41,Third Party,Sedan - Liability,30000 to 39000,0,400,4,more than 30,1,more than 7,No,No,Internal,more than 5,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,36,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Single,43,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,37,Third Party,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,36-40,1
Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,3 to 4,26-30,60
Mercury,Urban,Male,Married,47,Policy Holder,Utility - Collision,20000 to 29000,0,400,4,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,34,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,none,1 year,1 vehicle,31-35,60
Chevrolet,Urban,Male,Married,40,Third Party,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,none,5 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Pontiac,Urban,Male,Married,41,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,41-50,2
Accura,Urban,Male,Married,31,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Married,54,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,51-65,64
Mazda,Urban,Male,Single,30,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Honda,Rural,Female,Single,28,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,Yes,External,none,4 to 8 years,2 vehicles,26-30,1
Pontiac,Urban,Male,Married,74,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,65+,2
Pontiac,Urban,Male,Single,21,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,3 years,No,No,External,more than 5,no change,1 vehicle,21-25,61
Toyota,Urban,Female,Married,47,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,2 to 4,6 years,Yes,No,External,none,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Married,53,Policy Holder,Sedan - Liability,20000 to 29000,1,400,3,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,51-65,61
Honda,Urban,Female,Married,38,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,none,3 years,No,No,External,none,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Married,39,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,more than 4,7 years,Yes,No,External,1 to 2,no change,1 vehicle,36-40,61
VW,Urban,Male,Married,52,Policy Holder,Sedan - Collision,40000 to 59000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,51-65,62
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,51-65,60
Mazda,Urban,Male,Married,30,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,none,6 years,No,No,Internal,none,no change,1 vehicle,31-35,60
Honda,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,59,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,46,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,41-50,61
Toyota,Urban,Female,Married,53,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,51-65,60
Chevrolet,Urban,Male,Married,49,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,Yes,No,Internal,none,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Single,18,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,4 years,No,No,External,more than 5,no change,1 vehicle,18-20,3
Toyota,Urban,Female,Single,32,Policy Holder,Sedan - All Perils,20000 to 29000,0,500,2,more than 30,more than 4,6 years,No,No,External,none,2 to 3 years,1 vehicle,31-35,60
Pontiac,Urban,Male,Married,54,Policy Holder,Sedan - All Perils,less than 20000,1,400,4,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Pontiac,Urban,Female,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,36-40,61
Honda,Urban,Male,Single,42,Third Party,Sedan - Collision,more than 69000,0,400,1,more than 30,none,new,No,No,External,none,4 to 8 years,2 vehicles,41-50,61
Pontiac,Rural,Male,Married,46,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,63,Third Party,Sedan - Liability,less than 20000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,2
Pontiac,Urban,Female,Married,60,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,61
Honda,Urban,Male,Married,76,Third Party,Sport - Collision,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,65+,2
Honda,Urban,Male,Single,17,Policy Holder,Sedan - All Perils,more than 69000,0,400,3,more than 30,none,new,No,No,External,none,no change,1 vehicle,0-17,30
Mazda,Urban,Male,Married,54,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Honda,Rural,Male,Married,32,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Toyota,Urban,Male,Married,33,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,61
Toyota,Rural,Male,Single,28,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,26-30,6
Pontiac,Urban,Male,Married,76,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,Yes,No,External,3 to 5,no change,1 vehicle,65+,7
Honda,Urban,Male,Single,73,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,3 to 4,65+,8
Honda,Urban,Female,Single,25,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,3 years,No,No,External,none,no change,1 vehicle,26-30,60
Honda,Urban,Male,Married,69,Third Party,Sport - Collision,more than 69000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,65+,61
Accura,Urban,Male,Married,43,Third Party,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,41-50,61
Chevrolet,Rural,Male,Single,56,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,60
Dodge,Urban,Male,Single,35,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,36-40,61
Toyota,Urban,Male,Single,38,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Married,32,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31-35,61
Pontiac,Urban,Male,Married,62,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Mazda,Urban,Female,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,60,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,4 to 8 years,2 vehicles,51-65,8
Honda,Urban,Female,Married,23,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,21-25,61
Honda,Urban,Male,Married,60,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,43
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,36-40,61
Chevrolet,Urban,Male,Married,45,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,61
Pontiac,Urban,Female,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Single,50,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,51-65,60
Pontiac,Urban,Male,Married,51,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,60
VW,Urban,Male,Married,38,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,36-40,61
Pontiac,Urban,Female,Married,38,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Honda,Urban,Female,Married,45,Policy Holder,Sport - Collision,more than 69000,0,400,2,none,none,7 years,No,No,External,none,no change,1 vehicle,41-50,3
Honda,Urban,Male,Married,38,Policy Holder,Sport - Collision,more than 69000,0,400,3,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,60
Honda,Urban,Female,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,5 years,Yes,No,External,none,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Married,45,Policy Holder,Sedan - Collision,less than 20000,1,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Single,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Chevrolet,Urban,Male,Married,49,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,32,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,Yes,No,External,none,no change,1 vehicle,31-35,61
Ferrari,Rural,Male,Married,43,Policy Holder,Utility - Collision,40000 to 59000,0,400,3,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,34,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,31-35,60
Honda,Rural,Male,Married,56,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,1 to 2,4 to 8 years,2 vehicles,51-65,60
Mazda,Urban,Male,Married,23,Third Party,Sport - Collision,more than 69000,0,400,2,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,21-25,61
Pontiac,Urban,Male,Single,24,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,21-25,1
Mazda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,less than 20000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Honda,Urban,Male,Single,46,Policy Holder,Sport - Collision,more than 69000,1,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,43,Third Party,Sedan - All Perils,30000 to 39000,0,700,2,more than 30,none,7 years,Yes,No,External,none,no change,1 vehicle,41-50,1
Mazda,Urban,Male,Single,33,Policy Holder,Sedan - Collision,20000 to 29000,0,500,4,more than 30,none,7 years,No,No,External,none,2 to 3 years,1 vehicle,31-35,60
Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Collision,less than 20000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Married,47,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,Yes,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Female,Married,42,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,35,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,3 to 4,36-40,62
Honda,Urban,Male,Married,33,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,31-35,3
Pontiac,Urban,Male,Married,35,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,36-40,60
Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Honda,Urban,Male,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,54,Policy Holder,Sedan - Collision,40000 to 59000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,2
Honda,Rural,Male,Married,47,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,Yes,No,External,3 to 5,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,33,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Saab,Urban,Male,Single,29,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,51-65,60
